HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.image_url	Answer.tag1	Answer.tag2	Answer.tag3	Answer.tag4	Answer.tag5	Approve	Reject
3L7SUC0TTUFNUQNVAVNATN2U2I80MQ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			34BBWHLWHBWWSGVJ8PN4W901D8AIWK	A3D6IPJ4RBCNVY	Approved	Mon Apr 18 03:27:08 PDT 2016	Mon Apr 18 03:31:45 PDT 2016	Tue Apr 19 03:31:45 PDT 2016	2016-04-19 10:35:16 UTC			277	100% (16/16)	100% (16/16)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aavhrsfjbserjtht.jpg	have a bath	take a spa	relax your body	clean the tub	fill water in the tub		
3L7SUC0TTUFNUQNVAVNATN2U2I80MQ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3H7XDTSHKDCIWPPOI1N1BXNLYVEWG2	A1KIMT9A4JOKL3	Approved	Sun Apr 17 23:33:37 PDT 2016	Sun Apr 17 23:34:21 PDT 2016	Mon Apr 18 23:34:21 PDT 2016	2016-04-19 06:35:16 UTC			44	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aavhrsfjbserjtht.jpg	take a relaxing bath	take a hot shower	apply make up	get undressed	throw dirty laundry in the hamper		
3L7SUC0TTUFNUQNVAVNATN2U2I80MQ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3LKC68YZ3BO6O26M6K09G6WNPH9WOT	A26G21TXRX9OZE	Approved	Mon Apr 18 03:46:23 PDT 2016	Mon Apr 18 03:47:00 PDT 2016	Tue Apr 19 03:47:00 PDT 2016	2016-04-19 10:50:16 UTC			37	100% (7/7)	100% (7/7)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aavhrsfjbserjtht.jpg	take a bath	take a shower	shave my legs	clean the tub	mop the floor		
3L7SUC0TTUFNUQNVAVNATN2U2I80MQ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3QJOXOW4XKCO7ZZJ84RQ2W0INDNEME	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:52:47 PDT 2016	Mon Apr 18 01:04:24 PDT 2016	Tue Apr 19 01:04:24 PDT 2016	2016-04-19 08:05:16 UTC			697	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aavhrsfjbserjtht.jpg	closed the door	having a quick shower	using bathing shampoo	using scrub for back	wiping with towel		
3L7SUC0TTUFNUQNVAVNATN2U2I80MQ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3YWRV122CTKQB6U143WC1WLQPWTU8O	A1WD0DK58AKBVE	Approved	Mon Apr 18 02:40:20 PDT 2016	Mon Apr 18 02:41:29 PDT 2016	Tue Apr 19 02:41:29 PDT 2016	2016-04-19 09:45:16 UTC			69	100% (15/15)	100% (15/15)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aavhrsfjbserjtht.jpg	can wash my hands on wash basin	can use dust bin	can wash my hands using hand sanitizer	can wipe my legs on door mat	can sit in the chair		
391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3180JW2OT5XYA805U6LVIA2O6QS5JZ	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:23:33 PDT 2016	Mon Apr 18 00:26:51 PDT 2016	Tue Apr 19 00:26:51 PDT 2016	2016-04-19 07:30:16 UTC			198	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	cleaning the top	arrange things proper on top	open the tap	washing face and cleaning	looking in the mirror		
391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			31Z0PCVWUL07BFATUTEWI03TVYE7TL	AADGIU4PEQW1H	Approved	Mon Apr 18 00:07:49 PDT 2016	Mon Apr 18 00:10:06 PDT 2016	Tue Apr 19 00:10:06 PDT 2016	2016-04-19 07:10:16 UTC			137	100% (10/10)	100% (10/10)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	Look in mirror	Wash my hands	Drink a cup of water	Put on lotion	Open the water bottle		
391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			37Z929RLGATTUDULIWC7DRZPICRSTT	A1PNMLLHQTMYLW	Approved	Mon Apr 18 00:17:47 PDT 2016	Mon Apr 18 00:19:58 PDT 2016	Tue Apr 19 00:19:58 PDT 2016	2016-04-19 07:20:16 UTC			131	100% (16/16)	100% (16/16)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	brush teeth	do hair	floss teeth	attack zits	clean bathroom		
391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3WS1NTTKEZXJAZS8EAOYMHE5WB1F0M	AHFOTIHY4RM8Q	Approved	Mon Apr 18 01:23:22 PDT 2016	Mon Apr 18 01:24:59 PDT 2016	Tue Apr 19 01:24:59 PDT 2016	2016-04-19 08:25:16 UTC			97	100% (19/19)	100% (19/19)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	Brush your teeth	Wash your hands	Shave your face in the mirror	Put on makeup in the mirror	Drink a glass of water		
391JB9X4ZYTP7GUZEOXSC7H3GGDKMF	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3YOH7BII0ASAJML2II3KNNW0Y3UKVK	A1KIMT9A4JOKL3	Approved	Mon Apr 18 00:19:42 PDT 2016	Mon Apr 18 00:20:08 PDT 2016	Tue Apr 19 00:20:08 PDT 2016	2016-04-19 07:20:16 UTC			26	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_aazqzpomyylceich.jpg	change the toilet paper rolls	wash your hands	wash your face	run water in the sink	apply make-up		
3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			30JNVC0ORA5RCOODQY6D48H0PUBQHS	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:32:19 PDT 2016	Mon Apr 18 00:33:31 PDT 2016	Tue Apr 19 00:33:31 PDT 2016	2016-04-19 07:35:16 UTC			72	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	put on the tap	removing makup from face	washiing face with soap	applying lotion on face	put of tap water		
3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3CCZ6YKWR8494WNW8UUITGOLALG958	A3BDQV1KYR7OFH	Approved	Sun Apr 17 23:03:26 PDT 2016	Sun Apr 17 23:04:30 PDT 2016	Mon Apr 18 23:04:30 PDT 2016	2016-04-19 06:05:16 UTC			64	100% (7/7)	100% (7/7)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Its the restroom.	mirror on the wall.	one sink is there.	one table is there.	{}		
3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3EF8EXOTT2GZMQZMTJJJFKP7UAN1JD	A1KIMT9A4JOKL3	Approved	Sun Apr 17 23:27:10 PDT 2016	Sun Apr 17 23:28:22 PDT 2016	Mon Apr 18 23:28:22 PDT 2016	2016-04-19 06:30:16 UTC			72	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Wash your face	Brush your hair	Apply you make-up	Brush your teeth	Open up the cabinets		
3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3NPI0JQDAPQWHLETQF8DIMUEVSKTPE	ADYUNQI4E0EY1	Approved	Mon Apr 18 00:53:34 PDT 2016	Mon Apr 18 00:55:25 PDT 2016	Tue Apr 19 00:55:25 PDT 2016	2016-04-19 08:00:16 UTC			111	100% (3/3)	100% (3/3)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Brush your teeth	Wash your hands	Wash your face	Look at reflection	Go to the bathroom		
3OYHVNTV5TJD7JFBR4C54B68BGSKOU	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3PXX5PX6LYJPYVEA1AZVSXZXQZKABP	AP0PKP3FMTBV3	Approved	Mon Apr 18 00:07:02 PDT 2016	Mon Apr 18 00:09:00 PDT 2016	Tue Apr 19 00:09:00 PDT 2016	2016-04-19 07:10:16 UTC			118	100% (6/6)	100% (6/6)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bathroom/sun_abrxlzzoqrtldkdw.jpg	Wash hands in the washbasin	Use the toilet	Do makeup in front of the mirror	Dry hands using the towels below the wash counter	Mop the toilet floor		
3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			308Q0PEVB9YLGKIBFEDCIPSQF7PI9U	A1WD0DK58AKBVE	Approved	Mon Apr 18 02:54:59 PDT 2016	Mon Apr 18 02:55:30 PDT 2016	Tue Apr 19 02:55:30 PDT 2016	2016-04-19 10:00:16 UTC			31	100% (15/15)	100% (15/15)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	can sleep in bed	can take rest in my room	sit in chair	can change dress in room	can switch on light lamp		
3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3DUZQ9U6SN9875YANRCME9NAFX7SV9	AADGIU4PEQW1H	Approved	Mon Apr 18 00:20:47 PDT 2016	Mon Apr 18 00:22:13 PDT 2016	Tue Apr 19 00:22:13 PDT 2016	2016-04-19 07:25:16 UTC			86	100% (10/10)	100% (10/10)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	Lay on bed	Sit on chair	Turn on lamp	Open the blinds	Listen to the radio		
3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3LS2AMNW5GB145A0UB13OHE11GOOQD	A1KIMT9A4JOKL3	Approved	Sun Apr 17 23:35:35 PDT 2016	Sun Apr 17 23:36:35 PDT 2016	Mon Apr 18 23:36:35 PDT 2016	2016-04-19 06:40:16 UTC			60	100% (51/51)	100% (51/51)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	take a nap	have wild sex in the bed	apply make up in the mirror	sit in the chair	lay in the bed		
3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3MD9PLUKKJZS0CBFGSK30LQ0G98NZV	A20NDRGSZZRQF	Approved	Mon Apr 18 03:16:32 PDT 2016	Mon Apr 18 03:17:00 PDT 2016	Tue Apr 19 03:17:00 PDT 2016	2016-04-19 10:20:16 UTC			28	96% (106/110)	100% (11/11)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	read	clean	sleep	watch tv	listen to music		
3VO4XFFP157SXGL7NNF0PBWMKXA7QJ	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3OJSZ2ATDTH5QDZ3TXWYFKXFFVS57S	A2VI55LKT5L4KB	Approved	Mon Apr 18 00:01:07 PDT 2016	Mon Apr 18 00:03:48 PDT 2016	Tue Apr 19 00:03:48 PDT 2016	2016-04-19 07:05:16 UTC			161	100% (411/412)	100% (47/47)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_adhrcixjomrklnnl.jpg	I can relax on the bed	sitting on the chair	repair the lamp	closed the windows	looks in the mirror		
33KGGVH24U2YVR7HKLTJI912EDWX16	3Q5AG2X64SLMDIWU7KHFYVLDTA8MVL	Describe 5 things you can do in this image	Please view the image and list 5 actions that you could do in this space.	"image, tag, picture, photo, action, goal"	$0.10	Sun Apr 17 22:51:01 PDT 2016	5	BatchId:2359893;	3600	86400	Sun Apr 24 22:51:01 PDT 2016			3IHR8NYAM8MC00Z3BE75AEIMFT74PX	A1LAWF0DZJI2XP	Approved	Mon Apr 18 03:51:03 PDT 2016	Mon Apr 18 03:51:34 PDT 2016	Tue Apr 19 03:51:34 PDT 2016	2016-04-19 10:55:16 UTC			31	100% (10/10)	100% (10/10)	0% (0/0)	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_aeepyvekvecygfbi.jpg	relax on bed	look out the window	turn on the light	look in the mirror	sit down on bench		
